Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Structural-Street Collapse,11 Havenwood Road,Staten Island,06/11/2016 17:31,06/11/2016 20:02,40.63288251,-74.09553252
Fire-Other,201 EAst 144 Street,Bronx,06/11/2016 8:56,06/12/2016 0:50,40.81609203,-73.92648428
Rescue-Other,1 East 161 Street,Bronx,06/12/2016 13:17,06/12/2016 14:18,40.82903464,-73.92849713
Fire-7th Alarm,Belt Parkway c/s Flatbush Avenue,Brooklyn,06/12/2016 12:46,06/12/2016 20:29,40.58745664,-73.90403637
Structural-Collapse,1 Avenue & 42 Street,Brooklyn,06/01/2016 21:01,06/13/2016 11:23:58 AM,40.65492348,-74.01449175
Structural-Crane,100 Norfolk Street,Manhattan,06/13/2016 02:10:29 PM,06/13/2016 03:54:58 PM,40.71877528,-73.98714659
Law Enforcement-Device,500 Oak Point Avenue,Bronx,06/13/2016 04:41:47 PM,06/13/2016 05:54:59 PM,40.80896923,-73.89437828
Administration-Planned Event,3024 West 24th Street,Brooklyn,06/13/2016 04:53:56 PM,06/13/2016 08:41:14 PM,40.57317034,-73.99064463
Structural-Scaffold,757 E 169 street,Bronx,06/14/2016 07:38:42 AM,06/14/2016 12:37:39 PM,40.83114349,-73.90016453
Structural-Scaffold,133 Greenwich St,Manhattan,06/14/2016 01:11:38 PM,06/14/2016 01:37:16 PM,40.70946778,-74.01293097
Fire-2nd Alarm,1011 Elton St,Brooklyn,06/14/2016 10:01:05 AM,06/14/2016 01:51:06 PM,40.6586669,-73.87561841
Structural-Other,334 Canal Street,Manhattan,06/14/2016 12:54:45 PM,06/14/2016 01:52:20 PM,40.71973389,-74.00237736
Utility-Other,3041 Ocean Avenue,Brooklyn,06/13/2016 06:46:53 PM,06/14/2016 04:07:08 PM,40.58705911,-73.94905861
Fire-1st Alarm,84 Quincy Street,Brooklyn,06/15/2016 01:44:05 AM,06/15/2016 05:17:55 AM,40.68611657,-73.95791425
Structural-Construction Accident,152 Manhattan Avenue,Brooklyn,06/15/2016 06:08:05 PM,06/15/2016 08:13:37 PM,40.70801712,-73.94501302
Law Enforcement-Device,78 Richmond Terrace,Staten Island,06/15/2016 11:43:58 PM,06/16/2016 12:07:42 AM,40.64469074,-74.07703843
Fire-2nd Alarm,560 1st Avenue,Manhattan,12/14/2016 12:11:45 PM,12/14/2016 01:30:47 PM,,
Utility-Power Outage,315 East 68 Street,Manhattan,07/06/2017 1:57,07/06/2017 16:44,,
Fire-10-76 (Commercial High Rise Fire),25 East 15th Street,Manhattan,01/22/2018 08:24:10 AM,01/22/2018 09:43:36 AM,40.73604319,-73.99154178
Fire-1st Alarm,13 East 40 street,Manhattan,04/10/2018 14:42,04/10/2018 16:41,40.75180219,-73.98083195
Law Enforcement-Suspicious Package,66-20 Wetherole Street,Queens,07/17/2018 09:38:54 AM,07/17/2018 10:58:39 AM,40.72540346,-73.85659322
Utility-Manhole,302 West 13th Street,Manhattan,06/16/2016 08:11:07 AM,06/16/2016 11:38:26 AM,40.73915576,-74.0032838
Utility-Other,80th Street & Penelope Avenue,Queens,06/17/2016 11:36:58 AM,06/17/2016 01:27:56 PM,40.71939675,-73.87470421
Transportation-Train Subway,West 31st Street & 7th Avenue,New York,06/17/2016 08:36:30 PM,06/17/2016 09:13:43 PM,40.7491025,-73.99200582
Utility-Manhole,17 Jay Street,New York,06/19/2016 11:55:48 AM,06/19/2016 04:39:47 PM,40.71806192,-74.01000701
Utility-Water Main,179-02 Baisley Blvd,queens,06/20/2016 01:35:19 PM,06/20/2016 04:30:29 PM,40.68856465,-73.76570348
Administration-OEM Involved MVA,Boerum place & livingston street,Brooklyn,06/20/2016 02:04:41 PM,06/20/2016 07:10:43 PM,,
Fire-1st Alarm,94 Lexington Avenue,Brooklyn,06/22/2016 04:49:33 PM,06/22/2016 05:36:06 PM,40.68683306,-73.95820226
HazMat-High Carbon Monoxide,23 Waverly Avenue,Brooklyn,06/22/2016 04:39:46 PM,06/22/2016 11:08:58 PM,40.69699201,-73.96858201
Structural-Collapse,70 Beacon Court,Brooklyn,06/22/2016 02:25:01 PM,06/23/2016 10:34:17 AM,40.58906969,-73.92214722
Law Enforcement-Suspicious Package,88 Fulton Street,New York,06/23/2016 07:12:58 PM,06/23/2016 07:23:23 PM,40.70929818,-74.00594426
Fire-1st Alarm,193 23rd Street,Brooklyn,06/21/2016 08:51:44 AM,06/25/2016 11:53:22 AM,40.66115223,-73.9961037
Utility-Gas Main Rupture,2316 Surf Avenue,Brooklyn,06/22/2016 03:42:48 PM,06/25/2016 12:45:05 PM,40.57389492,-73.99003979
Utility-Water Main,Delancey Street & Norfolk Street,Manhattan,06/25/2016 12:50:52 PM,06/25/2016 02:59:04 PM,40.7183032,-73.9873956
Utility-Water Service Line,981 Union Avenue,Bronx,06/26/2016 10:20:46 AM,06/26/2016 11:05:29 AM,40.82356924,-73.90152721
Transportation-Commuter Bus,Ditmars Bouelevard & 21st Street,Queens,06/26/2016 12:43:04 PM,06/26/2016 02:09:05 PM,,
Utility-Other,1019 East 56th Street,Brooklyn,06/27/2016 06:30:58 PM,06/27/2016 08:58:52 PM,40.63166361,-73.92241097
Structural-Other,1370 Cromwell Avenue,Bronx,06/27/2016 11:41:48 AM,,40.83996142,-73.92024537
Law Enforcement-Suspicious Package,West 42 St & 6 Ave,Manhattan,06/28/2016 02:24:31 PM,06/28/2016 03:06:20 PM,40.75484095,-73.98411855
Utility-Gas High Pressure,Church Street  & White Street,Manhattan,06/30/2016 06:25:18 PM,07/01/2016 5:04,40.71885274,-74.00484484
Structural-Partial Collapse,2744 East 26th Street,Brooklyn,07/01/2016 19:09,07/01/2016 19:13,40.58617247,-73.94306477
Structural-Collapse,2744 East 26 St,Brooklyn,07/01/2016 19:06,07/01/2016 19:21,40.58617247,-73.94306477
Fire-Nursing Home,3010 west 33 rd Street,Brooklyn,07/01/2016 20:23,07/02/2016 2:02,40.72857976,-73.99318363
HazMat-High Carbon Monoxide,611 Pennsylvania Avenue,Brooklyn,07/01/2016 9:21,07/02/2016 6:44,40.66232705,-73.89337416
Fire-10-76 (Commercial High Rise Fire),205 West 39th Street,Manhattan,07/02/2016 21:58,07/02/2016 23:39,40.75435294,-73.98883614
Law Enforcement-Device,2115 East 26 Street,Brooklyn,07/03/2016 11:35,07/03/2016 13:19,40.59949968,-73.94555972
Fire-Sensitive Location,,Brooklyn,04/23/2017 03:21:36 PM,04/23/2017 03:21:36 PM,,
HazMat-Other,518 East 71 Street,Manhattan,06/20/2017 09:32:22 AM,06/20/2017 10:55:53 AM,40.71442154,-74.00607638
Utility-Power Outage,739 East New York Avenue,Brooklyn,07/18/2017 01:07:57 PM,07/18/2017 08:47:58 PM,40.66237243,-73.93799584
Utility-Power Outage,90-20 170 Street,Queens,07/19/2017 08:04:39 PM,07/19/2017 11:36:18 PM,,
Fire-2nd Alarm,6709 11 Avenue,Brooklyn,11/09/2017 7:13,11/09/2017 20:23,,
Fire-10-77 (Residential High Rise Fire),88-00 Shore Front Parkway,Queens,01/12/2018 11:42,01/12/2018 16:59,40.58493399,-73.81154133
Fire-2nd Alarm,1525 Nelson Avenue,Bronx,04/10/2018 15:19,04/10/2018 19:12,40.84533794,-73.92021907
Law Enforcement-Other,East 64th Street & Madison Avenue,Manhattan,06/01/2018 7:18,06/01/2018 8:01,40.766715,-73.9691325
Law Enforcement-Other,300 w 110 street,Manhattan,07/04/2016 11:29,07/04/2016 12:20,40.8007376,-73.95866169
Structural-Scaffold,1674 8th Avenue,Brooklyn,07/04/2016 22:51,07/05/2016 1:50,40.65992429,-73.98415556
Administration-Planned Event,Flatbush Avenue & Aviation Road,Brooklyn,03/23/2016 12:41:28 PM,07/05/2016 4:15,,
Law Enforcement-Device,38 Varick Street,Brooklyn,07/05/2016 12:23,07/05/2016 14:27,,
Law Enforcement-Suspicious Package,Neptune Avenue  & West 6th Street,Brooklyn,07/05/2016 14:08,07/05/2016 15:04,40.77476739,-73.96577106
HazMat-High Carbon Monoxide,2815 Valentine Avenue,Bronx,07/05/2016 16:13,07/05/2016 17:10,40.86864407,-73.89070767
Utility-Other,1230 york ave,new york,07/08/2016 1:54,07/08/2016 2:56,40.7628897,-73.95662756
Fire-3rd Alarm,610 West 42 Street,Manhattan,07/07/2016 6:53,07/08/2016 3:11,40.76106986,-73.99892068
Law Enforcement-Suspicious Package,Bedford Avenue  & North 12th Street,Brooklyn,07/08/2016 9:45,07/08/2016 10:31,40.7206006,-73.9547539
Fire-Explosion,East 96  Street,NewYork,07/08/2016 14:40,07/08/2016 15:38,40.69397477,-73.95264173
Utility-Power Outage,14-60 Beach Channel Drive,Queens,07/09/2016 11:24,07/09/2016 12:48,40.60992025,-73.75360439
Utility-Water Main,East 81 Street & Flatlands Avenue,Brooklyn,07/10/2016 5:13,07/10/2016 17:28,40.7545254,-74.01541077
Utility-Water Main,656 West 125 Street,Manhattan,07/07/2016 12:28,07/11/2016 12:26,40.8171459,-73.95963057
Utility-Water Main,Bronx Boulevard & East 224 Street,Bronx,07/11/2016 6:52,07/11/2016 21:34,40.88045419,-74.19439223
Law Enforcement-Suspicious Package,885 2nd Avenue,Manhattan,07/15/2016 07:36:46 PM,07/15/2016 07:43:38 PM,40.75319397,-73.96975741
Transportation-Other,01 Penn Plaza,Manhattan,07/15/2016 07:56:05 PM,07/15/2016 08:48:51 PM,40.75065869,-73.99087596
Utility-Transformer,38-08 Beach Channel Drive,Queens,07/16/2016 01:17:15 PM,07/16/2016 09:37:45 PM,40.59599032,-73.77083544
Utility-Power Outage,144-45 87 avenue,queens,07/18/2016 12:11:15 AM,07/18/2016 02:50:50 AM,40.7068168,-73.81172742
Transportation-Other,Astor Avenue & Gunther Avenue,Brooklyn,07/18/2016 08:55:54 AM,07/18/2016 09:16:34 AM,,
Transportation-Other,West 40 Street  & Dyer Avenue,Manhattan,07/18/2016 08:21:49 AM,07/18/2016 09:55:27 AM,40.75767176,-73.99482387
Utility-Gas Main Rupture,609 East 156th Street,Bronx,02/22/2018 09:10:37 AM,02/22/2018 06:44:33 PM,40.81905702,-73.90989611
Structural-Confined Space,507 E. 161 Street,Bronx,03/07/2018 1:25,03/07/2018 1:49,40.8229608,-73.90962309
Law Enforcement-Other,East 64th Street & Madison Avenue,Manhattan,06/01/2018 7:18,06/01/2018 9:26,40.766715,-73.9691325
Fire-10-76 (Commercial High Rise Fire),300 Park Avenue,Manhattan,10/23/2018 02:18:25 PM,10/23/2018 03:53:04 PM,40.75688873,-73.97430711
Rescue-Confined Space,446 West 47th Street,Manhattan,03/11/2019 11:04,03/11/2019 11:34,40.76242181,-73.99231263
Fire-2nd Alarm,126-08 Linden Blvd,Queens,03/11/2019 17:46,03/11/2019 21:55,40.68057608,-73.81397512
Utility-Gas Main Rupture,Adams Street & John Street,Brooklyn,06/19/2019 08:03:46 AM,06/19/2019 06:24:34 PM,40.704489,-73.9884825
Structural-Construction Accident,700 8th Avenue,Manhattan,06/27/2019 11:33:58 AM,06/27/2019 12:12:12 PM,40.75878305,-73.98860375
Structural-Other,East 123rd Street & Park Avenue,manhattan,07/16/2019 08:15:35 AM,07/16/2019 02:16:58 PM,40.803813,-73.940112
Fire-2nd Alarm,8 Waterside Street,Staten Island,07/16/2019 12:21:23 PM,07/16/2019 02:47:04 PM,40.56465599,-74.10020278
Structural-Partial Collapse,101 Barclay Street,Manhattan,07/18/2016 09:02:32 AM,07/18/2016 01:51:00 PM,40.71376619,-74.01192539
Utility-Power Outage,,Brooklyn,07/18/2016 06:10:28 PM,07/18/2016 06:49:21 PM,,
Law Enforcement-Suspicious Package,177 9th Avenue,Manhattan,07/20/2016 08:11:56 AM,07/20/2016 09:00:32 AM,40.74502131,-74.00241435
Law Enforcement-Other,w 45 st & a,Brooklyn,07/20/2016 11:46:35 PM,07/21/2016 03:13:12 AM,,
Law Enforcement-Suspicious Package,800 2 Ave,Manhattan,07/21/2016 05:48:32 PM,07/21/2016 06:45:21 PM,40.75028507,-73.97185205
Utility-Gas Main Rupture,33 Eagle Street,Brooklyn,07/22/2016 10:28:58 AM,07/22/2016 11:29:05 AM,40.73476248,-73.9592583
Utility-Power Outage,,Staten Island,07/23/2016 07:48:09 PM,07/23/2016 08:38:48 PM,40.7445001,-74.01902671
Rescue-Confined Space,,Brooklyn,07/23/2016 06:04:19 PM,07/23/2016 08:40:10 PM,,
Structural-Bridge,Woodhaven Blvd & Jamaica Avenue,Queens,07/24/2016 11:17:49 AM,07/24/2016 03:07:10 PM,40.69366252,-73.85216388
Structural-Stability Problem,823 Jefferson Ave,Brooklyn,07/28/2016 06:21:16 PM,07/28/2016 08:28:00 PM,40.68613844,-73.92529705
Utility-Other,29 Fort Green Place,Brooklyn,07/29/2016 08:31:02 AM,07/29/2016 09:57:39 AM,40.68883378,-73.97690454
Structural-Other,2883 3rd Avenue,Bronx,07/28/2016 06:26:05 PM,07/29/2016 10:30:57 AM,40.81676868,-73.91652671
Law Enforcement-Suspicious Package,New Utrecht Avenue & 54 Street,Brooklyn,09/18/2016 05:33:04 PM,09/18/2016 05:48:17 PM,,
Law Enforcement-Suspicious Package,,Brooklyn,09/20/2016 08:48:15 PM,09/20/2016 09:38:01 PM,,
Law Enforcement-Suspicious Package,Dry Harbor Road & Penelope Avenue,Queens,09/21/2016 03:59:03 AM,09/21/2016 05:00:54 AM,40.67290217,-73.75483262
Structural-Other,West Shore Expressway & South Avenue,Staten Island,02/22/2017 01:37:13 AM,02/22/2017 02:41:48 AM,40.60211141,-74.18799853
Utility-Water Main,East 173 Street & Clay Avenue,Bronx,05/21/2017 04:23:59 AM,05/25/2017 03:50:13 PM,40.84337164,-73.90493846
Transportation-Train Subway,West 31 Street & 8th Avenue,Manhattan,07/06/2017 21:08,07/07/2017 5:15,40.750281,-73.9948635
Fire-10-77 (Residential High Rise Fire),145-11 N Conduit Avenue,Queens,02/05/2018 16:42,02/05/2018 21:54,40.66701747,-73.79420361
Structural-Scaffold,565 broadway,new york,03/07/2018 3:31,03/07/2018 13:55,40.72413949,-73.99787763
Law Enforcement-Suspicious Package,10 Columbus Circle,New York,10/24/2018 10:15:24 AM,10/24/2018 04:54:35 PM,40.76804662,-73.98248906
Transportation-Commuter Bus,East 175 Street  & Webster Avenue,Bronx,11/16/2018 12:46:38 PM,11/17/2018 06:02:05 AM,40.845636,-73.9021005
Fire-2nd Alarm,123 East 54th Street,Manhattan,11/27/2018 06:28:39 AM,12/01/2018 22:01,40.75934419,-73.97128287
Rescue-Technical,3491 Fort Hamilton Parkway,Brooklyn,01/18/2019 01:43:28 PM,01/18/2019 02:24:47 PM,40.64505252,-73.98705258
Transportation-Other,Long Island Expressway  & Van Wyck Expressway,Queens,01/26/2019 05:16:04 AM,01/29/2019 08:32:39 AM,,
Structural-Sidewalk Shed,594 Amsterdam Avenue,manhattan,02/05/2019 16:21,02/05/2019 21:20,40.78952306,-73.97370917
Rescue-Other,110-00 Rockway Blvd,Queens,02/06/2019 6:53,02/06/2019 7:23,40.67806754,-73.83101419
Utility-Water Main,East 79th Street  & 3rd Avenue,Manhattan,02/04/2019 8:59,02/06/2019 22:51,40.774284,-73.957284
Utility-Water Main,West 81st Street & Central Park West,Manhattan,01/14/2017 12:15:09 AM,01/16/2017 10:33:10 AM,40.71442154,-74.00607638
Utility-Manhole,424 WEst 47 Street,Manhattan,02/11/2017 8:06,02/11/2017 8:59,40.71442154,-74.00607638
Fire-10-76 (Commercial High Rise Fire),1 Pace Plaza,Manhattan,04/09/2017 15:19,04/10/2017 0:12,40.71442154,-74.00607638
Fire-1st Alarm,502 West 41 Street,Manhattan,08/01/2017 13:01,08/01/2017 16:22,40.75911883,-73.9963927
HazMat-Other,63-84 Saunders Street,Queens,09/01/2017 6:11,09/01/2017 10:14,40.72900746,-73.86213164
Law Enforcement-Haz Mat,494 Gateway Drive,Brooklyn,07/17/2018 11:56:14 AM,07/17/2018 04:33:29 PM,40.65174199,-73.86945406
Law Enforcement-Suspicious Package,2047  Coyle Street,Brooklyn,09/30/2018 09:25:56 PM,09/30/2018 10:28:40 PM,40.60201959,-73.93730687
Utility-Water Main,West 37 Street  & 5 Avenue,Manhattan,10/04/2018 7:16,10/04/2018 17:33,40.750344,-73.9831815
Rescue-Technical,714 39th street,Brooklyn,09/12/2018 14:09,10/04/2018 19:19,40.64821699,-73.99890693
Transportation-Train Ground Level,,Brooklyn,10/04/2018 19:09,10/04/2018 21:09,,
Structural-Sidewalk Shed,,Brooklyn,10/05/2018 15:56,10/05/2018 21:47,,
Law Enforcement-Suspicious Package,10 Columbus Circle,Manhattan,10/25/2018 07:57:31 PM,10/25/2018 09:26:33 PM,40.76804662,-73.98248906
Law Enforcement-Suspicious Package,332 West 52,Manhattan,10/26/2018 08:29:05 AM,10/26/2018 11:45:04 AM,40.76386337,-73.98615417
HazMat-Other,1600 Avenue L,Brooklyn,10/26/2018 11:27:55 AM,10/26/2018 01:01:55 PM,40.62053062,-73.95901102
Law Enforcement-Suspicious Package,71 street & central park,manhattan,10/26/2018 09:49:12 AM,10/26/2018 01:27:35 PM,40.78392,-73.96584
Law Enforcement-Suspicious Package,375 Greenwich Street,Manhattan,10/25/2018 05:17:18 AM,10/26/2018 02:09:55 PM,40.71962317,-74.01022806
Fire-2nd Alarm,48 East 68 Street,Manhattan,10/28/2018 01:36:07 PM,10/28/2018 02:56:20 PM,40.76877581,-73.96634297
Utility-Other,116 East 125 Street,Manhattan,12/14/2016 08:41:46 PM,12/14/2016 11:38:40 PM,,
Fire-Other,West 34 Street & 7th Avenue,Manhattan,01/22/2018 03:42:12 PM,01/22/2018 04:18:17 PM,40.750974,-73.990593
Structural-Stability Problem,240 Central Park South,Manhattan,03/07/2018 3:45,03/07/2018 14:23,40.76766183,-73.98095196
Utility-Water Main,70th Street & 18th Avenue,Brooklyn,03/31/2018 12:41:33 PM,04/02/2018 11:54,40.616253,-73.9930815
Fire-4th Alarm,721 5th Avenue,Manhattan,04/07/2018 18:04,04/11/2018 11:04,40.76257248,-73.97420438
Fire-3rd Alarm,93-20 211 Street,Queens,04/29/2018 12:17:29 AM,04/30/2018 12:43:46 PM,40.71756078,-73.75035793
Structural-Falling Debris,272 Moffat Street,Brooklyn,05/01/2018 17:48,05/01/2018 20:07,40.68952422,-73.90442837
Fire-2nd Alarm,102-33 134th street,queens,05/02/2018 15:50,05/02/2018 19:11,40.69181225,-73.81286049
Fire-Sensitive Location,West 31 Street  & 8 Avenue,Manhattan,05/03/2018 9:45,05/03/2018 11:15,40.750281,-73.9948635
Law Enforcement-Suspicious Package,2728 East Tremont Avenue,Bronx,05/03/2018 16:47,05/03/2018 17:57,40.84228368,-73.84484323
Fire-Collapse,East Houston Street & 1st Avenue,Manhattan,05/03/2018 15:25,05/03/2018 19:07,40.722993,-73.988622
Fire-2nd Alarm,2537 Decatur Avenue,Bronx,05/03/2018 19:59,05/03/2018 21:50,40.86216639,-73.89153115
Law Enforcement-Suspicious Package,329 Beach 59 Street,Queens,05/03/2018 11:50,05/04/2018 13:50,40.59359818,-73.78911835
Law Enforcement-Other,2320 HYLAN blvd,Staten Island,06/22/2018 02:04:15 PM,06/22/2018 02:29:22 PM,40.57429237,-74.10578866
Utility-Water Main,826 metcalf avenue,Bronx,06/22/2018 05:07:14 AM,06/23/2018 01:38:35 AM,40.82116126,-73.87063796
Fire-10-76 (Commercial High Rise Fire),730 5th Avenue,New York,07/06/2018 19:42,07/06/2018 23:09,40.76274848,-73.97415761
Transportation-Train Subway,East 138 Street & Third Avenue,Bronx,07/17/2018 04:25:22 PM,07/17/2018 07:01:39 PM,,
Structural-Crane,,Brooklyn,12/08/2016 21:38,12/15/2016 05:02:55 AM,,
Law Enforcement-Other,,Brooklyn,02/21/2017 03:32:14 PM,,,
Administration-Drill,317 East 67 Street,Manhattan,02/23/2017 02:55:01 PM,,40.71442154,-74.00607638
Utility-Gas High Pressure,244-49 90 Avenue c/s 91st Avenue,Queens,12/21/2017 10:35:41 AM,12/21/2017 11:10:08 AM,40.72677239,-73.72220896
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,12/21/2017 12:06:47 PM,40.82561021,-73.95052887
Structural-Falling Debris,1 Beekamn Street,Manhattan,12/25/2017 12:49:53 PM,12/25/2017 02:22:08 PM,40.71154781,-74.00685564
Structural-Scaffold,,Brooklyn,12/25/2017 11:27:00 AM,12/25/2017 04:41:07 PM,,
Fire-2nd Alarm,Zerega Avenue & Waterbury Avenue,Bronx,01/01/2018 12:30,01/01/2018 14:59,40.83461941,-73.84629693
Fire-2nd Alarm,629 East 89 Street,Brooklyn,01/02/2018 3:39,01/02/2018 6:34,,
Fire-2nd Alarm,1720 2nd Avneue,Manhattan,01/02/2018 11:02,01/02/2018 12:47,,
Utility-Water Main,,Brooklyn,01/02/2018 2:08,01/02/2018 22:38,,
Utility-Other,34th avenue & Willets point boulevard,Queens,01/02/2018 7:31,01/03/2018 8:14,,
Fire-3rd Alarm,910 bergen street,Brooklyn,01/02/2018 21:44,01/03/2018 11:25,,
Structural-Elevator,111 East 24th Street,Manhattan,01/23/2018 09:12:42 AM,01/23/2018 05:23:07 PM,40.74056813,-73.98514986
Fire-2nd Alarm,,Brooklyn,02/06/2018 14:10,02/06/2018 15:51,,
Fire-Other,1 Penn Plaza,Manhattan,04/11/2018 13:31,04/11/2018 14:25,40.75167759,-73.99247041
Fire-2nd Alarm,684 Riverside Drive,New York,07/17/2018 07:03:10 PM,07/17/2018 08:02:38 PM,40.82745178,-73.95151059
Structural-Collapse,1124 Fteley Avenue,Bronx,08/09/2018 17:16,08/10/2018 9:49,40.82794801,-73.87120528
Fire-Hospital,121 Dekalb Ave,Brooklyn,04/15/2019 06:50:17 AM,04/15/2019 08:32:00 AM,40.68991568,-73.97812329
Rescue-Other,Broadway  & Verveelen Place,Bronx,07/20/2017 09:48:56 AM,07/20/2017 11:24:18 AM,40.878288,-73.9052505
Structural-Life Safety Violations,356 Logan Street,Brooklyn,09/01/2017 22:36,09/02/2017 0:03,40.67767301,-73.87695624
Utility-Water Main,East 65th Street  & Madison Avenue,Manhattan,09/19/2017 05:59:43 PM,09/20/2017 10:54:42 PM,40.767345,-73.9686735
Law Enforcement-Suspicious Package,East 61 street & Lexington avenue,Manhattan,09/14/2017 09:44:04 PM,09/21/2017 11:46:49 AM,40.76254486,-73.96508196
Law Enforcement-Suspicious Package,W 14 Street  & 8 Avenue,Manhattan,09/29/2017 03:40:18 PM,09/29/2017 04:06:47 PM,40.739742,-74.0025225
Fire-2nd Alarm,1527 Mermaid Avenue,Brooklyn,10/21/2017 06:07:29 AM,10/21/2017 08:34:40 AM,,
Fire-5th Alarm,1920 Walton Street,Bronx,09/27/2017 06:44:58 AM,10/23/2017 09:45:22 AM,40.85053252,-73.9089195
Utility-Power Outage,145 Beach 8 Street,Queens,10/23/2017 03:56:31 PM,10/23/2017 05:48:50 PM,,
Fire-3rd Alarm,1216 Halsey Street,Brooklyn,10/23/2017 06:32:59 AM,10/24/2017 09:27:02 AM,,
Utility-Other,20th Avenue  & 31st Street,Queens,10/20/2017 12:07:34 PM,11/10/2017 4:33,,
Structural-Scaffold,107-25 Wren Place,Queens,11/10/2017 7:58,11/10/2017 10:50,,
Fire-3rd Alarm,1598 Third Avenue,Manhattan,11/10/2017 10:24,11/10/2017 19:36,,
Law Enforcement-Suspicious Package,,Brooklyn,11/11/2017 19:20,11/11/2017 21:02,,
Fire-10-76 (Commercial High Rise Fire),1335 Ave of the Americas,Manhattan,11/12/2017 7:15,11/12/2017 10:10,,
Law Enforcement-Suspicious Package,,Brooklyn,11/13/2017 09:21:22 PM,11/13/2017 10:38:50 PM,,
Structural-Other,29 Eadie Place,Staten Island,12/09/2017 20:24,12/09/2017 22:51,40.64405503,-74.0911582
Law Enforcement-Explosion,West 42nd Street  & 8th Avenue,Manhattan,12/11/2017 7:50,12/12/2017 7:58,,
Structural-Construction Accident,1601 Kings Highway,Brooklyn,12/12/2017 9:58,12/12/2017 10:34,40.60925816,-73.9572016
Law Enforcement-Suspicious Package,Fort Hamilton Parkway & 68 Street,Brooklyn,05/25/2017 10:33:39 PM,05/25/2017 11:31:01 PM,40.62917348,-74.01142863
Weather-Rain,164 Avenue & 104 Street,Queens,05/25/2017 10:45:46 PM,05/26/2017 01:08:03 AM,40.71400364,-73.82998933
Law Enforcement-Mobilization,622 West 132 Street,Manhattan,05/27/2017 11:20:35 AM,05/27/2017 12:28:29 PM,40.71442154,-74.00607638
Law Enforcement-Suspicious Package,535 West 114 Street,Manhattan,05/27/2017 03:39:25 PM,05/27/2017 04:39:18 PM,40.71442154,-74.00607638
Fire-2nd Alarm,309 Vendervt Avenue,Brooklyn,06/09/2017 22:22,06/09/2017 23:26,40.69245067,-73.99035623
Law Enforcement-Suspicious Package,130-11 North Conduit Avenue,Queens,06/20/2017 10:47:35 PM,06/20/2017 11:55:09 PM,40.71400364,-73.82998933
Fire-Other,592 Knickerbocker Avenue,Brooklyn,06/21/2017 01:07:13 AM,06/21/2017 03:47:29 AM,40.69630519,-73.91402502
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154,-74.00607638
Fire-1st Alarm,227 West 27 Street,Manhattan,06/21/2017 09:18:02 AM,06/21/2017 12:28:11 PM,40.71442154,-74.00607638
Structural-Evacuation,658 Jamacia Avenue,Brooklyn,06/19/2017 05:12:29 PM,06/21/2017 01:03:03 PM,40.68638534,-73.87998794
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 13:36,,40.71400364,-73.82998933
Law Enforcement-Other,5100 kings plaza,Brooklyn,07/08/2017 17:59,07/08/2017 21:06,40.60843671,-73.92075306
Law Enforcement-Suspicious Package,94-24 Hollis COurt Blouevard,Queens,07/09/2017 9:43,07/09/2017 10:06,40.71647535,-73.74880916
Law Enforcement-Suspicious Package,179-00 Linden Blvd,Queens,07/20/2017 01:44:58 PM,07/20/2017 04:12:44 PM,40.69238067,-73.76805795
Law Enforcement-Suspicious Package,,Brooklyn,07/20/2017 01:41:39 PM,07/20/2017 04:13:04 PM,,
HazMat-Other,81-50 Utopia Parkway,Queens,07/20/2017 04:00:06 PM,07/20/2017 05:26:17 PM,40.72008934,-73.79872613
Structural-Construction Accident,161 Maiden Lane,Manhattan,09/21/2017 09:36:42 AM,09/21/2017 01:10:11 PM,40.70539933,-74.00494355
HazMat-Other,215 West 114 Street,Manhattan,12/15/2016 08:55:56 AM,12/15/2016 09:51:01 AM,40.71442154,-74.00607638
Fire-1st Alarm,,Bronx,02/22/2017 10:41:21 PM,02/22/2017 11:45:56 PM,,
Fire-Haz Mat,1027 College Avenue,Bronx,04/10/2017 22:34,04/10/2017 23:07,40.82929725,-73.91545979
Fire-2nd Alarm,3801 Nautilus Avenue,Brooklyn,04/13/2017 12:43:47 AM,04/13/2017 03:29:05 AM,40.57591838,-74.00561266
Law Enforcement-Other,,Manhattan,04/14/2017 06:58:46 PM,04/15/2017 06:39:16 AM,,
Fire-2nd Alarm,380 East 18th Street,Brooklyn,04/14/2017 02:34:28 PM,04/15/2017 06:41:45 AM,40.64199365,-73.96170584
Transportation-Other,,Manhattan,04/14/2017 03:54:32 PM,04/15/2017 06:42:49 AM,,
Law Enforcement-Suspicious Package,JFK Airport,Queens,04/15/2017 04:47:40 PM,04/15/2017 06:18:41 PM,40.64513946,-73.74029082
Fire-2nd Alarm,2582 briggs ave,bronx,04/16/2017 03:30:51 PM,04/17/2017 09:53:22 AM,40.86382269,-73.89349297
Transportation-Train Ground Level,West 31 Street  & 7 Avenue,Manhattan,04/23/2017 12:06:23 PM,04/23/2017 11:41:29 PM,40.71442154,-74.00607638
